A,PTP_RT,F,ED1,AC321,RS	: 	61.1 
A,PTP_RT,F,ED1,AC321,SI	78.2 	: 
A,PTP_RT,F,ED1,AC321,TR	: 	74.4 
A,PTP_RT,F,ED1,AC321,UK	69.4 	: 
A,PTP_RT,F,ED1,AC32A,AT	: 	33.9 
A,PTP_RT,F,ED1,AC32A,BE	: 	54.3 
A,PTP_RT,F,ED1,AC32A,BG	46.1 	: 
A,PTP_RT,F,ED1,AC32A,DE	31.2 	27.5 
A,PTP_RT,F,ED1,AC32A,EE	45.1 	26.4 
A,PTP_RT,F,ED1,AC32A,EL	: 	31.9 
A,PTP_RT,F,ED1,AC32A,ES	31.9 	29.6 
A,PTP_RT,F,ED1,AC32A,FI	55.5 	59.6 
A,PTP_RT,F,ED1,AC32A,FR	19.9 	21.3 
A,PTP_RT,F,ED1,AC32A,HU	: 	45.8 
A,PTP_RT,F,ED1,AC32A,IT	21.9 	21.9 
A,PTP_RT,F,ED1,AC32A,LT	54.1 	: 
A,PTP_RT,F,ED1,AC32A,LU	: 	58.3 
A,PTP_RT,F,ED1,AC32A,LV	65.3 	: 
A,PTP_RT,F,ED1,AC32A,NO	:U 	0 
A,PTP_RT,F,ED1,AC32A,PL	44.5 	33.3 
A,PTP_RT,F,ED1,AC32A,RO	: 	50.2 
A,PTP_RT,F,ED1,AC32A,RS	: 	47.2 
A,PTP_RT,F,ED1,AC32A,SI	32.8 	: 
A,PTP_RT,F,ED1,AC32A,TR	: 	26.9 
A,PTP_RT,F,ED1,AC32A,UK	37.3 	: 
A,PTP_RT,F,ED1,AC331,AT	: 	43.5 
A,PTP_RT,F,ED1,AC331,BE	: 	25.9 
A,PTP_RT,F,ED1,AC331,BG	36.5 	: 
A,PTP_RT,F,ED1,AC331,DE	17.6 	17.5 
A,PTP_RT,F,ED1,AC331,EE	17.1 	12.5 
A,PTP_RT,F,ED1,AC331,EL	: 	34.3 
A,PTP_RT,F,ED1,AC331,ES	32.2 	28.5 
A,PTP_RT,F,ED1,AC331,FI	32.6 	31.1 
A,PTP_RT,F,ED1,AC331,FR	18.8 	17.9 
A,PTP_RT,F,ED1,AC331,HU	: 	29.5 
A,PTP_RT,F,ED1,AC331,IT	29.7 	26.1 
A,PTP_RT,F,ED1,AC331,LT	17.6 	: 
A,PTP_RT,F,ED1,AC331,LU	: 	20.9 
A,PTP_RT,F,ED1,AC331,LV	22.4 	: 
A,PTP_RT,F,ED1,AC331,NO	:U 	0 
A,PTP_RT,F,ED1,AC331,PL	27.8 	24.1 
A,PTP_RT,F,ED1,AC331,RO	: 	33.5 
A,PTP_RT,F,ED1,AC331,RS	: 	31.5 
A,PTP_RT,F,ED1,AC331,SI	12.2 	: 
A,PTP_RT,F,ED1,AC331,TR	: 	19.1 
A,PTP_RT,F,ED1,AC331,UK	34.8 	: 
A,PTP_RT,F,ED1,AC332,AT	: 	15.0 
A,PTP_RT,F,ED1,AC332,BE	: 	24.9 
A,PTP_RT,F,ED1,AC332,BG	6.1 	: 
A,PTP_RT,F,ED1,AC332,DE	14.4 	3.2 
A,PTP_RT,F,ED1,AC332,EE	7.4 	8.7 
A,PTP_RT,F,ED1,AC332,EL	: 	34.9 
A,PTP_RT,F,ED1,AC332,ES	21.2 	18.2 
A,PTP_RT,F,ED1,AC332,FI	14.1 	11.5 
A,PTP_RT,F,ED1,AC332,FR	25.0 	20.7 
A,PTP_RT,F,ED1,AC332,HU	: 	8.2 
A,PTP_RT,F,ED1,AC332,IT	32.0 	31.2 
A,PTP_RT,F,ED1,AC332,LT	4.3 	: 
A,PTP_RT,F,ED1,AC332,LU	: 	27.1 
A,PTP_RT,F,ED1,AC332,LV	2.8 	: 
A,PTP_RT,F,ED1,AC332,NO	:U 	0 
A,PTP_RT,F,ED1,AC332,PL	12.6 	10.3 
A,PTP_RT,F,ED1,AC332,RO	: 	16.3 
A,PTP_RT,F,ED1,AC332,RS	: 	12.5 
A,PTP_RT,F,ED1,AC332,SI	17.3 	: 
A,PTP_RT,F,ED1,AC332,TR	: 	7.2 
A,PTP_RT,F,ED1,AC332,UK	22.9 	: 
A,PTP_RT,F,ED1,AC33A,AT	: 	6.6 
A,PTP_RT,F,ED1,AC33A,BE	: 	7.0 
A,PTP_RT,F,ED1,AC33A,BG	23.6 	: 
A,PTP_RT,F,ED1,AC33A,DE	4.6 	3.7 
A,PTP_RT,F,ED1,AC33A,EE	29.3 	13.6 
A,PTP_RT,F,ED1,AC33A,EL	: 	11.3 
A,PTP_RT,F,ED1,AC33A,ES	16.7 	12.6 
A,PTP_RT,F,ED1,AC33A,FI	21.7 	24.9 
A,PTP_RT,F,ED1,AC33A,FR	15.0 	8.5 
A,PTP_RT,F,ED1,AC33A,HU	: 	3.1 
A,PTP_RT,F,ED1,AC33A,IT	15.7 	11.4 
A,PTP_RT,F,ED1,AC33A,LT	17.5 	: 
A,PTP_RT,F,ED1,AC33A,LU	: 	3.3 
A,PTP_RT,F,ED1,AC33A,LV	9.6 	: 
A,PTP_RT,F,ED1,AC33A,NO	:U 	0 
A,PTP_RT,F,ED1,AC33A,PL	9.4 	4.9 
A,PTP_RT,F,ED1,AC33A,RO	: 	16.6 
A,PTP_RT,F,ED1,AC33A,RS	: 	14.5 
A,PTP_RT,F,ED1,AC33A,SI	18.1 	: 
A,PTP_RT,F,ED1,AC33A,TR	: 	14.2 
A,PTP_RT,F,ED1,AC33A,UK	8.6 	: 
A,PTP_RT,F,ED1,AC342,AT	: 	0 
A,PTP_RT,F,ED1,AC342,BE	: 	2.1 
A,PTP_RT,F,ED1,AC342,BG	30.1 	: 
A,PTP_RT,F,ED1,AC342,DE	1.4 	0 
A,PTP_RT,F,ED1,AC342,EE	14.0 	8.7 
A,PTP_RT,F,ED1,AC342,EL	: 	8.4 
A,PTP_RT,F,ED1,AC342,ES	4.4 	2.7 
A,PTP_RT,F,ED1,AC342,FI	: 	100 
A,PTP_RT,F,ED1,AC342,FR	6.9 	4.4 
A,PTP_RT,F,ED1,AC342,HU	: 	24.8 
A,PTP_RT,F,ED1,AC342,IT	3.0 	2.0 
A,PTP_RT,F,ED1,AC342,LT	42.5 	: 
A,PTP_RT,F,ED1,AC342,LU	: 	4.9 
A,PTP_RT,F,ED1,AC342,LV	9.3 	: 
A,PTP_RT,F,ED1,AC342,NO	: 	100 
A,PTP_RT,F,ED1,AC342,PL	6.5 	7.3 
A,PTP_RT,F,ED1,AC342,RO	: 	25.6 
A,PTP_RT,F,ED1,AC342,RS	: 	16.2 
A,PTP_RT,F,ED1,AC342,SI	46.4 	: 
A,PTP_RT,F,ED1,AC342,TR	: 	7.1 
A,PTP_RT,F,ED1,AC342,UK	1.2 	: 
A,PTP_RT,F,ED1,AC343,AT	: 	8.5 
A,PTP_RT,F,ED1,AC343,BE	: 	8.4 
A,PTP_RT,F,ED1,AC343,BG	2.3 	: 
A,PTP_RT,F,ED1,AC343,DE	19.7 	9.1 
A,PTP_RT,F,ED1,AC343,EE	13.3 	9.8 
A,PTP_RT,F,ED1,AC343,EL	: 	3.2 
A,PTP_RT,F,ED1,AC343,ES	2.9 	1.8 
A,PTP_RT,F,ED1,AC343,FI	11.3 	11.4 
A,PTP_RT,F,ED1,AC343,FR	12.1 	7.9 
A,PTP_RT,F,ED1,AC343,HU	: 	18.5 
A,PTP_RT,F,ED1,AC343,IT	4.3 	4.3 
A,PTP_RT,F,ED1,AC343,LT	17.0 	: 
A,PTP_RT,F,ED1,AC343,LU	: 	0.7 
A,PTP_RT,F,ED1,AC343,LV	4.8 	: 
A,PTP_RT,F,ED1,AC343,NO	:U 	0 
A,PTP_RT,F,ED1,AC343,PL	8.8 	7.4 
A,PTP_RT,F,ED1,AC343,RO	: 	3.6 
A,PTP_RT,F,ED1,AC343,RS	: 	3.5 
A,PTP_RT,F,ED1,AC343,SI	6.6 	: 
A,PTP_RT,F,ED1,AC343,TR	: 	1.4 
A,PTP_RT,F,ED1,AC343,UK	17.8 	: 
A,PTP_RT,F,ED1,AC344,AT	: 	0 
A,PTP_RT,F,ED1,AC344,BE	: 	8.3 
A,PTP_RT,F,ED1,AC344,BG	0.0 	: 
A,PTP_RT,F,ED1,AC344,DE	8.8 	0.9 
A,PTP_RT,F,ED1,AC344,EE	5.9 	4.5 
A,PTP_RT,F,ED1,AC344,EL	: 	4.5 
A,PTP_RT,F,ED1,AC344,ES	3.1 	4.5 
A,PTP_RT,F,ED1,AC344,FI	10.2 	6.6 
A,PTP_RT,F,ED1,AC344,FR	: 	8.2 
A,PTP_RT,F,ED1,AC344,HU	: 	0.8 
A,PTP_RT,F,ED1,AC344,IT	2.0 	1.6 
A,PTP_RT,F,ED1,AC344,LT	1.9 	: 
